item_index,rarity_raw,rarity_plus_one,maxStack,icon,iconColor,bottle,buyPrice,sellPrice,type,decoID,equipType,isGz,name_ptr,name,description_ptr,description
2870,3,4,99,43,8,0,1000,50,7,652,1,0,0x008C9C65,Ice SC+ SC1,0x00901488,A Haven Poogie Decoration.\nCompatible with all outfits.
2871,3,4,99,43,8,0,1000,50,7,653,1,0,0x008C9C71,Ice SC+ SC2,0x009014C0,A Haven Poogie Decoration.\nCompatible with all outfits.
2872,3,4,99,43,8,0,1000,50,7,654,1,0,0x008C9C7D,Ice SC+ SC3,0x009014F8,A Haven Poogie Decoration.\nCompatible with all outfits.
2873,3,4,99,43,8,0,1000,50,7,655,1,0,0x008C9C89,Ice SC+ SC4,0x00901530,A Haven Poogie Decoration.\nCompatible with all outfits.
2874,3,4,99,43,8,0,1000,50,7,656,1,0,0x008C9C95,Ice SC+ SC5,0x00901568,A Haven Poogie Decoration.\nCompatible with all outfits.
2875,3,4,99,43,8,0,1000,50,7,657,1,0,0x008C9CA1,Ice SC+ SC6,0x009015A0,A Haven Poogie Decoration.\nCompatible with all outfits.
2876,3,4,99,43,8,0,1000,50,7,658,1,0,0x008C9CAD,Defense SC1,0x009015D8,A Haven Poogie Decoration.\nCompatible with all outfits.
2877,3,4,99,43,8,0,1000,50,7,659,1,0,0x008C9CB9,Defense SC2,0x00901610,A Haven Poogie Decoration.\nCompatible with all outfits.
2878,3,4,99,43,8,0,1000,50,7,660,1,0,0x008C9CC5,Defense SC3,0x00901648,A Haven Poogie Decoration.\nCompatible with all outfits.
2879,3,4,99,43,8,0,1000,50,7,661,1,0,0x008C9CD1,Defense SC4,0x00901680,A Haven Poogie Decoration.\nCompatible with all outfits.
2880,3,4,99,43,8,0,1000,50,7,662,1,0,0x008C9CDD,Defense SC5,0x009016B8,A Haven Poogie Decoration.\nCompatible with all outfits.
2881,3,4,99,43,8,0,1000,50,7,663,1,0,0x008C9CE9,Defense SC6,0x009016F0,A Haven Poogie Decoration.\nCompatible with all outfits.
2882,3,4,99,43,8,0,1000,50,7,664,1,0,0x008C9CF5,Snow Res SC1,0x00901728,A Haven Poogie Decoration.\nCompatible with all outfits.
2883,3,4,99,43,8,0,1000,50,7,665,1,0,0x008C9D02,Snow Res SC2,0x00901760,A Haven Poogie Decoration.\nCompatible with all outfits.
2884,3,4,99,43,8,0,1000,50,7,666,1,0,0x008C9D0F,Snow Res SC3,0x00901798,A Haven Poogie Decoration.\nCompatible with all outfits.
2885,3,4,99,43,8,0,1000,50,7,667,1,0,0x008C9D1C,Snow Res SC4,0x009017D0,A Haven Poogie Decoration.\nCompatible with all outfits.
2886,3,4,99,43,8,0,1000,50,7,668,1,0,0x008C9D29,Snow Res SC5,0x00901808,A Haven Poogie Decoration.\nCompatible with all outfits.
2887,3,4,99,43,8,0,1000,50,7,669,1,0,0x008C9D36,Snow Res SC6,0x00901840,A Haven Poogie Decoration.\nCompatible with all outfits.
2888,3,4,99,43,8,0,1000,50,7,670,1,0,0x008C9D43,Heat Res SC1,0x00901878,A Haven Poogie Decoration.\nCompatible with all outfits.
2889,3,4,99,43,8,0,1000,50,7,671,1,0,0x008C9D50,Heat Res SC2,0x009018B0,A Haven Poogie Decoration.\nCompatible with all outfits.
2890,3,4,99,43,8,0,1000,50,7,672,1,0,0x008C9D5D,Heat Res SC3,0x009018E8,A Haven Poogie Decoration.\nCompatible with all outfits.
2891,3,4,99,43,8,0,1000,50,7,673,1,0,0x008C9D6A,Heat Res SC4,0x00901920,A Haven Poogie Decoration.\nCompatible with all outfits.
2892,3,4,99,43,8,0,1000,50,7,674,1,0,0x008C9D77,Heat Res SC5,0x00901958,A Haven Poogie Decoration.\nCompatible with all outfits.
2893,3,4,99,43,8,0,1000,50,7,675,1,0,0x008C9D84,Heat Res SC6,0x00901990,A Haven Poogie Decoration.\nCompatible with all outfits.
2894,3,4,99,43,8,0,1000,50,7,676,1,0,0x008C9D91,Cold Res SC1,0x009019C8,A Haven Poogie Decoration.\nCompatible with all outfits.
2895,3,4,99,43,8,0,1000,50,7,677,1,0,0x008C9D9E,Cold Res SC2,0x00901A00,A Haven Poogie Decoration.\nCompatible with all outfits.
2896,3,4,99,43,8,0,1000,50,7,678,1,0,0x008C9DAB,Cold Res SC3,0x00901A38,A Haven Poogie Decoration.\nCompatible with all outfits.
2897,3,4,99,43,8,0,1000,50,7,679,1,0,0x008C9DB8,Cold Res SC4,0x00901A70,A Haven Poogie Decoration.\nCompatible with all outfits.
2898,3,4,99,43,8,0,1000,50,7,680,1,0,0x008C9DC5,Cold Res SC5,0x00901AA8,A Haven Poogie Decoration.\nCompatible with all outfits.
2899,3,4,99,43,8,0,1000,50,7,681,1,0,0x008C9DD2,Cold Res SC6,0x00901AE0,A Haven Poogie Decoration.\nCompatible with all outfits.
2900,3,4,99,43,8,0,1000,50,7,682,1,0,0x008C9DDF,Rec Speed SC1,0x00901B18,A Haven Poogie Decoration.\nCompatible with all outfits.
2901,3,4,99,43,8,0,1000,50,7,683,1,0,0x008C9DED,Rec Speed SC2,0x00901B50,A Haven Poogie Decoration.\nCompatible with all outfits.
2902,3,4,99,43,8,0,1000,50,7,684,1,0,0x008C9DFB,Rec Speed SC3,0x00901B88,A Haven Poogie Decoration.\nCompatible with all outfits.
2903,3,4,99,43,8,0,1000,50,7,685,1,0,0x008C9E09,Rec Speed SC4,0x00901BC0,A Haven Poogie Decoration.\nCompatible with all outfits.
2904,3,4,99,43,8,0,1000,50,7,686,1,0,0x008C9E17,Rec Speed SC5,0x00901BF8,A Haven Poogie Decoration.\nCompatible with all outfits.
2905,3,4,99,43,8,0,1000,50,7,687,1,0,0x008C9E25,Rec Speed SC6,0x00901C30,A Haven Poogie Decoration.\nCompatible with all outfits.
2906,4,5,99,35,10,0,0,0,0,0,0,0,0x008C9E33,Brown Base,0x00901C68,Used to craft various Poogie\nDecorations. Bring it to the\nSmithy!
2907,4,5,99,35,0,0,0,0,0,0,0,0,0x008C9E3E,Deutzia Base,0x00901CAA,Used to craft various Poogie\nDecorations. Bring it to the\nSmithy!
2908,4,5,99,35,7,0,0,0,0,0,0,0,0x008C9E4B,Citrus Base,0x00901CEC,Used to craft various Poogie\nDecorations. Bring it to the\nSmithy!
2909,4,5,99,35,6,0,0,0,0,0,0,0,0x008C9E57,Lilac Base,0x00901D2E,Used to craft various Poogie\nDecorations. Bring it to the\nSmithy!
2910,4,5,99,35,2,0,0,0,0,0,0,0,0x008C9E62,Sprouting Base,0x00901D70,Used to craft various Poogie\nDecorations. Bring it to the\nSmithy!
2911,4,5,99,35,7,0,0,0,0,0,0,0,0x008C9E71,Vermillion Base,0x00901DB2,Used to craft various Poogie\nDecorations. Bring it to the\nSmithy!
2912,4,5,99,35,1,0,0,0,0,0,0,0,0x008C9E81,Crimson Base,0x00901DF4,Used to craft various Poogie\nDecorations. Bring it to the\nSmithy!
2913,4,5,99,35,2,0,0,0,0,0,0,0,0x008C9E8E,Pine Base,0x00901E36,Used to craft various Poogie\nDecorations. Bring it to the\nSmithy!
2914,4,5,99,35,1,0,0,0,0,0,0,0,0x008C9E98,Scarlet Base,0x00901E78,Used to craft various Poogie\nDecorations. Bring it to the\nSmithy!
2915,3,4,99,15,0,0,0,500,0,0,0,0,0x008C9EA5,Snowflake Herb,0x00901EBA,A plant with white flowers\nthat bloom like snowflakes\npiled upon green leaves.
2916,3,4,99,15,6,0,0,100,0,0,0,0,0x008C9EB4,Sleet Herb,0x00901F09,"A plant named for the way\nits nectar drops from its\nflowers, resembling sleet."
2917,3,4,99,12,0,0,0,100,0,0,0,0,0x008C9EBF,Popo Lily,0x00901F58,"A plant named for its large\nwhite flowers, reminiscent\nof a Popo's tusks."
2918,3,4,99,18,7,0,0,50,0,0,0,0,0x008C9EC9,Slipperwort,0x00901FA2,The leaves that surround the\nfruits of this plant look\njust like a woman's purse.
2919,3,4,99,15,2,0,0,50,0,0,0,0,0x008C9ED5,Flipped Herb,0x00901FF4,"A plant with leaves that\nappear reversed, almost as\nif turned inside out."
2920,3,4,99,27,7,0,0,500,0,0,0,0,0x008C9EE2,Parnet,0x0090203E,"A crystal clear, orange\nmineral. Extremely rare,\nand therefore valuable."
2921,3,4,99,27,2,0,0,100,0,0,0,0,0x008C9EE9,Green Moldstone,0x00902087,"At first glance, this weird\nmineral seems to be covered\nwith green mold."
2922,3,4,99,27,3,0,0,100,0,0,0,0,0x008C9EF9,Blue Moldstone,0x009020D0,"At first glance, this weird\nmineral seems to be covered\nwith blue mold."
2923,3,4,99,27,1,0,0,50,0,0,0,0,0x008C9F08,Red Moldstone,0x00902118,"At first glance, this weird\nmineral seems to be covered\nwith red mold."
2924,3,4,99,27,0,0,0,50,0,0,0,0,0x008C9F16,Snowball Jewel,0x0090215F,A lump of white crystal with\na radial pattern. Looks just\nlike a snowball.
2925,3,4,99,20,6,0,0,500,0,0,0,0,0x008C9F25,Icebug,0x009021AA,"An insect that can live in\nthe coldest places, but\ncan't handle water at all."
2926,3,4,99,20,0,0,0,100,0,0,0,0,0x008C9F2C,Giaprey Monarch,0x009021F8,A butterfly named for the\nGiaprey-like pattern on\nits wings.
2927,3,4,99,20,0,0,0,100,0,0,0,0,0x008C9F3C,White Centipede,0x00902235,A white centipede with legs\nand feelers that are longer\nthan its body. Pretty swift.
2928,3,4,99,20,10,0,0,50,0,0,0,0,0x008C9F4C,Snow Spider,0x0090228A,"A large spider known for\nits soft hair, reminiscent\nof fresh snow."
2929,3,4,99,20,7,0,0,50,0,0,0,0,0x008C9F58,Slumberbug,0x009022CD,An insect that lives under-\nground and survives only a\nfew days above it.
2930,3,4,99,33,10,0,0,500,0,0,0,0,0x008C9F63,Ragged Pouch,0x00902317,A pouch that looks like it's\nbeen chewed up by a monster.\nMade of a good material.
2931,3,4,99,33,10,0,0,100,0,0,0,0,0x008C9F70,Withered Bouquet,0x0090236A,"This bunch of flowers has\nseen much better days, but\nis full of rare specimens."
2932,3,4,99,33,10,0,0,50,0,0,0,0,0x008C9F81,Cracked Pot,0x009023BA,"Many attempts have been\nmade to fix this pot, but\nit remains cracked..."
2933,3,4,99,18,7,0,0,500,0,0,0,0,0x008C9F8D,Pepperberry,0x00902402,The go-to ingredient for\nspice lovers. Not for the\nfaint of heart.
2934,3,4,99,15,1,0,0,100,0,0,0,0,0x008C9F99,Hellfiery Herb,0x00902445,"A plant named for its large,\nflame-shaped leaves. Despite\nthis, it's not hot at all."
2935,3,4,99,15,10,0,0,100,0,0,0,0,0x008C9FA8,Coalgrass,0x0090249A,"A herb that looks like\nburnt-out coal, but actually\ncontains a lot of water."
2936,3,4,99,15,1,0,0,50,0,0,0,0,0x008C9FB2,Fiery Herb,0x009024E7,"A plant named for its flame\n-shaped leaves. In spite of\nthis, it's not hot at all."
2937,3,4,99,18,7,0,0,50,0,0,0,0,0x008C9FBD,Toasty Bean,0x0090253A,"A strange bean that feels\nas if it had been cooked,\neven when raw."
2938,3,4,99,27,1,0,0,500,0,0,0,0,0x008C9FC9,Truby,0x0090257D,A crystal clear red mineral.\nExtremely rare and therefore\nvaluable.
2939,3,4,99,27,1,0,0,100,0,0,0,0,0x008C9FCF,RedBurdockStone,0x009025C1,A red stone with trace\namounts of metal. Shaped\nlike a cut burdock root.
2940,3,4,99,27,10,0,0,100,0,0,0,0,0x008C9FDF,Combustone,0x0090260A,"A rock that combusts when\ncrushed. Dangerous, and\ntherefore hard to come by."
2941,3,4,99,27,10,0,0,50,0,0,0,0,0x008C9FEA,BlkBurdockStone,0x00902657,A black stone with trace\namounts of metal. Shaped\nlike a cut burdock root.
2942,3,4,99,27,3,0,0,50,0,0,0,0,0x008C9FFA,BluBurdockStone,0x009026A2,A blue stone with trace\namounts of metal. Shaped\nlike a cut burdock root.
2943,3,4,99,20,7,0,0,500,0,0,0,0,0x008CA00A,Swelterbug,0x009026EC,"An insect named after its\nability to withstand extreme\nheat, such as that of lava."
2944,3,4,99,20,1,0,0,100,0,0,0,0,0x008CA015,Ioprey Monarch,0x0090273F,A butterfly named for the\nIoprey-like pattern on\nits wings.
2945,3,4,99,20,10,0,0,50,0,0,0,0,0x008CA024,Basaltbug,0x0090277B,An insect named for its\nlava rock-like body.
2946,3,4,99,20,3,0,0,50,0,0,0,0,0x008CA02E,Blue Butterfly,0x009027A8,A butterfly named after the\nblue eye-like pattern found\non its wings.
2947,3,4,99,33,10,0,0,500,0,0,0,0,0x008CA03D,Sm. Sword Handle,0x009027EE,"This sword handle looks far\ntoo small for a human, and\nappears to be well-used."
2948,3,4,99,33,10,0,0,100,0,0,0,0,0x008CA04E,Burnt Felvine,0x0090283E,"Though charred, this plant\nhas somehow retained its\noriginal shape."
2949,3,4,99,33,10,0,0,50,0,0,0,0,0x008CA05C,Unfinished Barrel,0x00902882,"An unfinished, palm-sized\nbarrel. Strands of fur can\nbe seen between its gaps."
2950,3,4,99,33,10,0,0,10000,0,0,0,0,0x008CA06E,Stone Crown,0x009028D1,A piece of stone tablet with\nan image on it that's been\ncut off at the bottom.
2951,3,4,99,33,10,0,0,10000,0,0,0,0,0x008CA07A,Stone Panel,0x00902920,A piece of stone tablet with\nan image on it that's cut\noff at the top and bottom.
2952,3,4,99,33,10,0,0,10000,0,0,0,0,0x008CA086,Stone Base,0x00902972,A piece of stone tablet with\nan image on it that's been\ncut off at the top.
2953,3,4,99,33,10,0,0,60000,0,0,0,0,0x008CA091,Stone Plate,0x009029BE,"A reassembled stone tablet.\nVery rare, and therefore\nhighly valuable.\n"
2954,4,5,99,9,0,0,0,3000,0,0,0,0,0x008CA09D,Draguros Cpc,0x00902A05,A sturdy Draguros shell.\nCharacterized by its snow\nwhite hue.
2955,4,5,99,23,0,0,0,5000,0,0,0,0,0x008CA0AA,Draguros Scale+,0x00902A43,A fine Draguros shell. Used\nas a crafting material for\nheat-retentive armor.
2956,4,5,99,9,0,0,0,6000,0,0,0,0,0x008CA0BA,Draguros Tail+,0x00902A90,"A Draguros tail. Extremely\ndurable, albeit smaller than\nthose of other wyverns."
2957,4,5,99,31,0,0,0,8000,0,0,0,0,0x008CA0C9,Draguros Claw+,0x00902AE0,One of the two weapons used\nby the Draguros. No prey can\nescape its grasp.
2958,4,5,99,31,0,0,0,6000,0,0,0,0,0x008CA0D8,Draguros Horn+,0x00902B2B,A horn thought to control\nthe Draguros's dark thunder.\nNot used as a weapon.
2959,4,5,99,9,7,0,0,6000,0,0,0,0,0x008CA0E7,Draguros Wing+,0x00902B78,"When left unattended, these\nwings accumulate charge and\nemit static electricity."
2960,4,5,99,9,7,0,0,40000,0,0,0,0,0x008CA0F6,Draguros Marrow,0x00902BC9,A rare bone marrow that\nenables the Draguros's\nsupple movements.
2961,4,5,99,9,7,0,0,36000,0,0,0,0,0x008CA106,Draguros Mane,0x00902C0A,"A rare, fragile Draguros\nmane. Requires skillful\nhandling."
2962,4,5,99,1,10,0,0,60000,0,0,0,0,0x008CA114,Draguros Leadgem,0x00902C45,A crystal thought to form\nduring energy compression\ninside the body.
2963,4,5,99,37,5,0,100000,10000,6,0,0,0,0x008CA125,Draguros Cert.,0x00902C8A,A certificate given only to\nthose who've triumphed over\nthe most arduous of hunts.
2964,4,5,99,37,10,0,0,0,0,0,0,0,0x008CA134,S.Impact Ticket,0x00902CDD,Instructions on forging the\nStiff Impact. Bring them to\nthe Smithy!
2965,4,5,99,37,2,0,0,0,0,0,0,0,0x008CA144,G.Impact Ticket,0x00902D21,Instructions on forging the\nGrave Impact. Bring them to\nthe Smithy!
2966,4,5,99,37,5,0,0,0,0,0,0,0,0x008CA154,M.Slasher Tkt,0x00902D65,Instructions on forging the\nMammoth Slasher. Bring them\nto the Smithy!
2967,4,5,99,37,10,0,0,0,0,0,0,0,0x008CA162,F.Slasher Tkt,0x00902DAC,Instructions on forging the\nFurious Slasher. Bring them\nto the Smithy!
2968,4,5,99,37,1,0,0,0,0,0,0,0,0x008CA170,F.Bayonet Tkt,0x00902DF3,Instructions on forging the\nFlame Bayonet. Bring them to\nthe Smithy!
2969,4,5,99,37,3,0,0,0,0,0,0,0,0x008CA17E,A.Bayonet Tkt,0x00902E38,Instructions on forging the\nAqua Bayonet. Bring them to\nthe Smithy!
2970,4,5,99,37,4,0,0,0,0,0,0,0,0x008CA18C,Spark Mace Tkt,0x00902E7C,Instructions on forging the\nSpark Mace. Bring them to\nthe Smithy!
2971,4,5,99,37,5,0,0,0,0,0,0,0,0x008CA19B,Drake Mace Tkt,0x00902EBE,Instructions on forging the\nDrake Mace. Bring them to\nthe Smithy!
2972,4,5,99,37,4,0,0,0,0,0,0,0,0x008CA1AA,G.Cat Sword Tkt,0x00902F00,Instructions on forging the\nNumbing Gold Cat. Bring them\nto the Smithy!
2973,4,5,99,37,2,0,0,0,0,0,0,0,0x008CA1BA,S.Cat Sword Tkt,0x00902F48,Instructions on forging the\nToxic Silver Cat. Bring them\nto the Smithy!
2974,4,5,99,37,10,0,0,0,0,0,0,0,0x008CA1CA,WyvernBoltTkt,0x00902F90,Instructions on forging the\nWyvern Bolt. Bring them to\nthe Smithy!
2975,4,5,99,37,1,0,0,0,0,0,0,0,0x008CA1D8,Crimson Fang Tkt,0x00902FD3,Instructions on forging the\nCrimson Fang. Bring them to\nthe Smithy!
2976,4,5,99,37,3,0,0,0,0,0,0,0,0x008CA1E9,Torment Fang Tkt,0x00903017,Instructions on forging the\nTorment Fang. Bring them to\nthe Smithy!
2977,4,5,99,37,4,0,0,0,0,0,0,0,0x008CA1FA,Heatstock Tkt,0x0090305B,Instructions on forging the\nHeatstock. Bring them to the\nSmithy!
2978,4,5,99,37,4,0,0,0,0,0,0,0,0x008CA208,Blazestock Tkt,0x0090309C,Instructions on forging the\nBlazestock. Bring them to\nthe Smithy!
2979,4,5,99,37,4,0,0,0,0,0,0,0,0x008CA217,Flarestock Tkt,0x009030DE,Instructions on forging the\nFlamestock. Bring them to\nthe Smithy!
2980,4,5,99,37,2,0,0,0,0,0,0,0,0x008CA226,Ripplestock Tkt,0x00903120,Instructions on forging the\nRipplestock. Bring them to\nthe Smithy!
2981,4,5,99,37,2,0,0,0,0,0,0,0,0x008CA236,Swervestock Tkt,0x00903163,Instructions on forging the\nSwervestock. Bring them to\nthe Smithy!
2982,4,5,99,37,2,0,0,0,0,0,0,0,0x008CA246,Roguestock Tkt,0x009031A6,Instructions on forging the\nRoguestock. Bring them to\nthe Smithy!
2983,4,5,99,37,4,0,0,0,0,0,0,0,0x008CA255,G.Cat Mk1 Tkt,0x009031E8,Instructions on forging the\nGold Cat Cannon Mk.1. Bring\nthem to the Smithy!
2984,4,5,99,37,4,0,0,0,0,0,0,0,0x008CA263,G.Cat Mk2 Tkt,0x00903234,Instructions on forging the\nGold Cat Cannon Mk.2. Bring\nthem to the Smithy!
2985,4,5,99,37,4,0,0,0,0,0,0,0,0x008CA271,G.Cat Mk3 Tkt,0x00903280,Instructions on forging the\nGold Cat Cannon Mk.3. Bring\nthem to the Smithy!
2986,4,5,99,37,10,0,0,0,0,0,0,0,0x008CA27F,S.Cat Mk1 Tkt,0x009032CC,Instructions on forging\nthe Silver Cat Cannon Mk.1.\nBring them to the Smithy!
2987,4,5,99,37,10,0,0,0,0,0,0,0,0x008CA28D,S.Cat Mk2 Tkt,0x0090331A,Instructions on forging\nthe Silver Cat Cannon Mk.2.\nBring them to the Smithy!
2988,4,5,99,37,10,0,0,0,0,0,0,0,0x008CA29B,S.Cat Mk3 Tkt,0x00903368,Instructions on forging\nthe Silver Cat Cannon Mk.3.\nBring them to the Smithy!
2989,4,5,99,37,2,0,0,0,0,0,0,0,0x008CA2A9,Espi Mask Tkt,0x009033B6,Instructions on forging the\nEspinas Mask. Bring them to\nthe Smithy!
2990,4,5,99,37,7,0,0,0,0,0,0,0,0x008CA2B7,F.Espi Mask Tkt,0x009033FA,Instructions on forging the\nFlaming Espinas Mask. Bring\nthem to the Smithy!
2991,4,5,99,37,0,0,0,0,0,0,0,0,0x008CA2C7,P.Espi Mask Tkt,0x00903446,Instructions on forging\nthe Pearl Espinas Mask.\nBring them to the Smithy!
2992,4,5,99,37,2,0,0,0,0,0,0,0,0x008CA2D7,Rage Ticket H,0x00903490,Instructions on forging the\nRage armor. Bring them to\nthe Smithy!
2993,4,5,99,37,2,0,0,0,0,0,0,0,0x008CA2E5,Rage Ticket C,0x009034D2,Instructions on forging the\nRage armor. Bring them to\nthe Smithy!
2994,4,5,99,37,2,0,0,0,0,0,0,0,0x008CA2F3,Rage Ticket A,0x00903514,Instructions on forging the\nRage armor. Bring them to\nthe Smithy!
2995,4,5,99,37,2,0,0,0,0,0,0,0,0x008CA301,Rage Ticket W,0x00903556,Instructions on forging the\nRage armor. Bring them to\nthe Smithy!
2996,4,5,99,37,2,0,0,0,0,0,0,0,0x008CA30F,Rage Ticket L,0x00903598,Instructions on forging the\nRage armor. Bring them to\nthe Smithy!
2997,4,5,99,37,7,0,0,0,0,0,0,0,0x008CA31D,Rampage Tkt H,0x009035DA,Instructions on forging the\nRampage armor. Bring them to\nthe Smithy!
2998,4,5,99,37,7,0,0,0,0,0,0,0,0x008CA32B,Rampage Tkt C,0x0090361F,Instructions on forging the\nRampage armor. Bring them to\nthe Smithy!
2999,4,5,99,37,7,0,0,0,0,0,0,0,0x008CA339,Rampage Tkt A,0x00903664,Instructions on forging the\nRampage armor. Bring them to\nthe Smithy!
3000,4,5,99,37,7,0,0,0,0,0,0,0,0x008CA347,Rampage Tkt W,0x009036A9,Instructions on forging the\nRampage armor. Bring them to\nthe Smithy!
3001,4,5,99,37,7,0,0,0,0,0,0,0,0x008CA355,Rampage Tkt L,0x009036EE,Instructions on forging the\nRampage armor. Bring them to\nthe Smithy!
3002,4,5,99,37,0,0,0,0,0,0,0,0,0x008CA363,Blaze Ticket H,0x00903733,Instructions on forging the\nBlaze armor. Bring them to\nthe Smithy!
3003,4,5,99,37,0,0,0,0,0,0,0,0,0x008CA372,Blaze Ticket C,0x00903776,Instructions on forging the\nBlaze armor. Bring them to\nthe Smithy!
3004,4,5,99,37,0,0,0,0,0,0,0,0,0x008CA381,Blaze Ticket A,0x009037B9,Instructions on forging the\nBlaze armor. Bring them to\nthe Smithy!
3005,4,5,99,37,0,0,0,0,0,0,0,0,0x008CA390,Blaze Ticket W,0x009037FC,Instructions on forging the\nBlaze armor. Bring them to\nthe Smithy!
3006,4,5,99,37,0,0,0,0,0,0,0,0,0x008CA39F,Blaze Ticket L,0x0090383F,Instructions on forging the\nBlaze armor. Bring them to\nthe Smithy!
3007,4,5,99,37,7,0,0,0,0,0,0,0,0x008CA3AE,Fallon Ticket H,0x00903882,Instructions on forging the\nFallon armor. Bring them to\nthe Smithy!
3008,4,5,99,37,7,0,0,0,0,0,0,0,0x008CA3BE,Fallon Ticket C,0x009038C6,Instructions on forging the\nFallon armor. Bring them to\nthe Smithy!
3009,4,5,99,37,7,0,0,0,0,0,0,0,0x008CA3CE,Fallon Ticket A,0x0090390A,Instructions on forging the\nFallon armor. Bring them to\nthe Smithy!
3010,4,5,99,37,7,0,0,0,0,0,0,0,0x008CA3DE,Fallon Ticket W,0x0090394E,Instructions on forging the\nFallon armor. Bring them to\nthe Smithy!
3011,4,5,99,37,7,0,0,0,0,0,0,0,0x008CA3EE,Fallon Ticket L,0x00903992,Instructions on forging the\nFallon armor. Bring them to\nthe Smithy!
3012,4,5,99,37,4,0,0,0,0,0,0,0,0x008CA3FE,Gold Cat Tkt H,0x009039D6,Instructions on forging the\nGold Cat armor. Bring them\nto the Smithy!
3013,4,5,99,37,4,0,0,0,0,0,0,0,0x008CA40D,Gold Cat Tkt C,0x00903A1C,Instructions on forging the\nGold Cat armor. Bring them\nto the Smithy!
3014,4,5,99,37,4,0,0,0,0,0,0,0,0x008CA41C,Gold Cat Tkt A,0x00903A62,Instructions on forging the\nGold Cat armor. Bring them\nto the Smithy!
3015,4,5,99,37,4,0,0,0,0,0,0,0,0x008CA42B,Gold Cat Tkt W,0x00903AA8,Instructions on forging the\nGold Cat armor. Bring them\nto the Smithy!
3016,4,5,99,37,4,0,0,0,0,0,0,0,0x008CA43A,Gold Cat Tkt L,0x00903AEE,Instructions on forging the\nGold Cat armor. Bring them\nto the Smithy!
3017,4,5,99,37,10,0,0,0,0,0,0,0,0x008CA449,Slvr Cat Tkt H,0x00903B34,Instructions on forging the\nSilver Cat armor. Bring them\nto the Smithy!
3018,4,5,99,37,10,0,0,0,0,0,0,0,0x008CA458,Slvr Cat Tkt C,0x00903B7C,Instructions on forging the\nSilver Cat armor. Bring them\nto the Smithy!
3019,4,5,99,37,10,0,0,0,0,0,0,0,0x008CA467,Slvr Cat Tkt A,0x00903BC4,Instructions on forging the\nSilver Cat armor. Bring them\nto the Smithy!
3020,4,5,99,37,10,0,0,0,0,0,0,0,0x008CA476,Slvr Cat Tkt W,0x00903C0C,Instructions on forging the\nSilver Cat armor. Bring them\nto the Smithy!
3021,4,5,99,37,10,0,0,0,0,0,0,0,0x008CA485,Slvr Cat Tkt L,0x00903C54,Instructions on forging the\nSilver Cat armor. Bring them\nto the Smithy!
3022,4,5,99,27,3,0,0,0,0,0,0,0,0x008CA494,Blue Caldite,0x00903C9C,An ore said to contain the\npower of flame. Its color\nchanges with viewing angle.
3023,4,5,99,27,10,0,0,0,0,0,0,0,0x008CA4A1,Gray Caldite,0x00903CED,An ore said to contain the\npower of flame. Its color\nchanges with viewing angle.
3024,4,5,99,27,2,0,0,0,0,0,0,0,0x008CA4AE,Green Caldite,0x00903D3E,An ore said to contain the\npower of flame. Its color\nchanges with viewing angle.
3025,4,5,99,27,7,0,0,0,0,0,0,0,0x008CA4BC,Orange Caldite,0x00903D8F,An ore said to contain the\npower of flame. Its color\nchanges with viewing angle.
3026,4,5,99,37,10,0,0,0,0,0,0,0,0x008CA4CB,Blk P.Lance Tkt,0x000FEC07,充実した狩猟生活をおくる\nハンターの証。工房で特別な\n品と引き換え可能。
3027,4,5,99,37,0,0,0,0,0,0,0,0,0x008CA4DB,Wht P.Lance Tkt,0x000FEC07,充実した狩猟生活をおくる\nハンターの証。工房で特別な\n品と引き換え可能。
3028,4,5,99,37,3,0,0,0,0,0,0,0,0x008CA4EB,BP7 Ticket 1,0x00903DE0,"A ticket made of special,\nrare paper. Can be exchanged\nfor a special item."
3029,4,5,99,37,3,0,0,0,0,0,0,0,0x008CA4F8,BP7 Ticket 2,0x00903E2B,"A ticket made of special,\nrare paper. Can be exchanged\nfor a special item."
3030,4,5,99,37,3,0,0,0,0,0,0,0,0x008CA505,BP7 Ticket 3,0x00903E76,"A ticket made of special,\nrare paper. Can be exchanged\nfor a special item."
3031,4,5,99,37,3,0,0,0,0,0,0,0,0x008CA512,BP7 Ticket 4,0x00903EC1,"A ticket made of special,\nrare paper. Can be exchanged\nfor a special item."
3032,4,5,99,37,3,0,0,0,0,0,0,0,0x008CA51F,BP7 Ticket 5,0x00903F0C,"A ticket made of special,\nrare paper. Can be exchanged\nfor a special item."
3033,4,5,99,37,3,0,0,0,0,0,0,0,0x008CA52C,BP7 Ticket 6,0x00903F57,"A ticket made of special,\nrare paper. Can be exchanged\nfor a special item."
3034,4,5,99,37,3,0,0,0,0,0,0,0,0x008CA539,BP7 Ticket 7,0x00903FA2,"A ticket made of special,\nrare paper. Can be exchanged\nfor a special item."
3035,4,5,99,37,3,0,0,0,0,0,0,0,0x008CA546,BP7 Ticket 8,0x00903FED,"A ticket made of special,\nrare paper. Can be exchanged\nfor a special item."
3036,4,5,99,37,7,0,0,0,0,0,0,0,0x008CA553,TP3 Ticket 1,0x00904038,A ticket made of strange\npaper. Can be exchanged\nfor a special item.
3037,4,5,99,37,7,0,0,0,0,0,0,0,0x008CA560,TP3 Ticket 2,0x0090407D,A ticket made of strange\npaper. Can be exchanged\nfor a special item.
